¿En qué país está el río Mekong?,Vietnam,China,Tailandia,Laos,Media,Geografía
¿Qué animal es omnívoro?,Oso,Cabra,Tigre,Águila,Media,Naturaleza
¿Qué científico desarrolló la teoría de la relatividad?,Einstein,Newton,Galileo,Bohr,Media,Ciencia
¿Qué civilización construyó Teotihuacán?,Mesoamericana,Maya,Azteca,Olmeca,Media,Historia
¿Qué río cruza Londres?,Tamesis,Rin,Danubio,Elba,Media,Geografía
¿Qué vitamina ayuda al crecimiento óseo?,Vitamina D,Vitamina A,Vitamina C,Vitamina K,Media,Ciencia
¿Qué animal vive en bosques templados?,Ciervo,Lobo,Mono,Camello,Media,Naturaleza
¿Quién fue Gengis Kan?,Conquistador mongol,Rey persa,Faraón,General francés,Media,Historia
¿Qué país tiene más volcanes?,Indonesia,Japón,Chile,Italia,Media,Geografía
¿Qué gas es esencial para la respiración?,Oxígeno,Nitrógeno,Helio,Argón,Media,Ciencia
¿Qué animal pone huevos?,Gallina,Canguro,Perro,Elefante,Media,Naturaleza
¿Quién escribió Hamlet?,Shakespeare,Dante,Goethe,Molière,Media,Historia
¿Qué mar separa Europa de África?,Mediterráneo,Mar Negro,Mar Rojo,Mar Báltico,Media,Geografía
¿Qué órgano filtra toxinas?,Hígado,Páncreas,Estómago,Riñón,Media,Ciencia
¿Qué animal vive en estepas de América?,Bisonte,Camello,Mono,Pingüino,Media,Naturaleza
¿Dónde se encuentra el desierto de Kyzylkum?,Uzbekistán,Turkmenistán,Irán,Afganistán,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Er?,Erbio,Lutecio,Terbio,Telurio,Muy Difícil,Ciencia
¿Qué cultura construyó Copán?,Maya,Azteca,Olmeca,Teotihuacana,Muy Difícil,Historia
¿Qué animal puede sobrevivir sin oxígeno durante meses?,Pulga de agua,Rata,Pulpo,Serpiente,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Amundsen?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
¿Qué científico descubrió la radiactividad?,Marie Curie,Einstein,Newton,Faraday,Muy Difícil,Ciencia
¿Qué imperio tuvo capital en Tombuctú?,Mali,Kush,Aksum,Songhai,Muy Difícil,Historia
¿Qué animal detecta corrientes eléctricas?,Tiburón,Pez gato,Delfín,Orca,Muy Difícil,Naturaleza
¿Dónde está el desierto de Taklamakan?,China,Mongolia,Kazajistán,Irán,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 74?,Wolframio,Tantalio,Hafnio,Renio,Muy Difícil,Ciencia
¿Qué civilización construyó Uruk?,Sumeria,Elamita,Asiria,Hitita,Muy Difícil,Historia
¿Qué animal puede regenerar médula espinal?,Salamandra,Rata,Pulpo,Estrella de mar,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Denali?,EE. UU.,Canadá,Alaska,Rusia,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Bielorrusia?,Minsk,Gomel,Vitebsk,Grodno,Fácil,Geografía
¿Qué animal es un marsupial?,Wombat,Canguro,Koala,Equidna,Fácil,Naturaleza
¿Cuántos huesos tiene la mano humana?,27,25,28,30,Fácil,Ciencia
¿Quién pintó El caballero de la mano en el pecho?,El Greco,Picasso,Velázquez,Goya,Fácil,Historia
¿Qué planeta tiene la mayor inclinación axial?,Urano,Venus,Júpiter,Marte,Fácil,Ciencia
¿En qué continente está El Salvador?,América del Norte,América del Sur,Europa,Asia,Fácil,Geografía
¿Qué animal produce látex?,Hevea,Abeja,Cangrejo,Gusano,Fácil,Naturaleza
¿Cuál es el estado líquido del galio?,Galio,Hielo,Agua,Plasma,Fácil,Ciencia
¿En qué país se encuentra el Palacio Nacional de México?,México,Guatemala,Perú,España,Fácil,Historia
¿Qué sentido usamos para percibir sabor?,Gusto,Vista,Oído,Tacto,Fácil,Ciencia
¿Qué océano está al este de Asia?,Pacífico,Atlántico,Índico,Ártico,Fácil,Geografía
¿Qué animal es un anfibio?,Rana,Sapo,Cocodrilo,Gato,Fácil,Naturaleza
¿Quién fue Vasco da Gama?,Explorador portugués,Rey persa,Faraón,General romano,Fácil,Historia
¿Qué fuerza mantiene los planetas en sus órbitas?,Gravedad,Magnetismo,Inercia,Presión,Fácil,Ciencia
¿Cuántos polos magnéticos tiene la Tierra?,Dos,Uno,Tres,Cuatro,Fácil,Geografía
¿En qué país está el río Yangtsé?,China,Vietnam,Tailandia,Laos,Media,Geografía
¿Qué animal es carnívoro?,Tigre,Vaca,Oso,Gato,Media,Naturaleza
¿Qué científico formuló las leyes del movimiento?,Newton,Galileo,Einstein,Bohr,Media,Ciencia
¿Qué civilización construyó Machu Picchu?,Inca,Maya,Azteca,Olmeca,Media,Historia
¿Qué río cruza Berlín?,Spree,Danubio,Rin,Seine,Media,Geografía
¿Qué vitamina ayuda a la visión?,Vitamina A,Vitamina C,Vitamina D,Vitamina K,Media,Ciencia
¿Qué animal vive en selvas húmedas?,Pereza,Oso polar,Pingüino,Reno,Media,Naturaleza
¿Quién fue Cleopatra?,Reina egipcia,Reina inglesa,Faraón,Emperador romano,Media,Historia
¿Qué país tiene más glaciares?,Chile,Islandia,Canadá,Noruega,Media,Geografía
¿Qué gas permite la fotosíntesis?,Dióxido de carbono,Oxígeno,Nitrógeno,Helio,Media,Ciencia
¿Qué animal pone huevos?,Gallina,Canguro,Perro,Elefante,Media,Naturaleza
¿Quién escribió Don Quijote de la Mancha?,Cervantes,Homero,Ovidio,Platón,Media,Historia
¿Qué mar separa Europa de Asia?,Egeo,Mar Negro,Mar Rojo,Mar Báltico,Media,Geografía
¿Qué órgano produce bilis?,Hígado,Vesícula biliar,Páncreas,Riñón,Media,Ciencia
¿Qué animal vive en estepas de Asia?,Antílope,Bisonte,Mono,Pingüino,Media,Naturaleza
¿Dónde se encuentra el desierto de Kalahari?,Botsuana,Chad,Níger,Egipto,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Ho?,Holmio,Hafnio,Hidrógeno,Helio,Muy Difícil,Ciencia
¿Qué cultura construyó Tula?,Tolteca,Maya,Azteca,Olmeca,Muy Difícil,Historia
¿Qué animal puede resistir congelación extrema?,Tardígrado,Oso,Serpiente,Caracol,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Scotia?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
¿Qué científico formuló la ley de Faraday?,Faraday,Newton,Einstein,Bohr,Muy Difícil,Ciencia
¿Qué reino africano tuvo capital en Napata?,Kush,Aksum,Mali,Songhai,Muy Difícil,Historia
¿Qué animal percibe infrasonidos?,Elefante,Perro,Gato,Caballo,Muy Difícil,Naturaleza
¿Dónde está el desierto de Sonora?,México y EE. UU.,Chile,Perú,Argentina,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 78?,Platino,Osmio,Wolframio,Tantalio,Muy Difícil,Ciencia
¿Qué civilización construyó Lagash?,Sumeria,Elamita,Asiria,Hitita,Muy Difícil,Historia
¿Qué animal puede regenerar extremidades?,Salamandra,Rata,Pulpo,Estrella de mar,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Aconcagua?,Argentina,Chile,Bolivia,Perú,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Eslovaquia?,Bratislava,Kosice,Presov,Nitra,Fácil,Geografía
¿Qué animal es un marsupial?,Opossum,Canguro,Koala,Equidna,Fácil,Naturaleza
¿Cuántos planetas enanos hay reconocidos oficialmente?,5,4,6,7,Fácil,Ciencia
¿Quién pintó La Libertad guiando al pueblo?,Eugène Delacroix,Picasso,Monet,Van Gogh,Fácil,Historia
¿Qué planeta es más cercano a la Tierra?,Venus,Mercurio,Marte,Júpiter,Fácil,Ciencia
¿En qué continente está Surinam?,América del Sur,Europa,África,Asia,Fácil,Geografía
¿Qué animal produce leche?,Vaca,Canguro,Abeja,Oruga,Fácil,Naturaleza
¿Cuál es el estado gaseoso del cloro?,Cloro,Hielo,Agua,Plasma,Fácil,Ciencia
¿En qué país se encuentra el Coliseo?,Italia,Grecia,Francia,Turquía,Fácil,Historia
¿Qué sentido usamos para percibir presión?,Tacto,Vista,Oído,Gusto,Fácil,Ciencia
¿Qué océano está al este de África?,Índico,Atlántico,Pacífico,Ártico,Fácil,Geografía
¿Qué animal es un mamífero?,Delfín,Rana,Cocodrilo,Ave,Fácil,Naturaleza
¿Quién fue Carlomagno?,Emperador europeo,Rey persa,Faraón,General griego,Fácil,Historia
¿Qué fuerza mantiene la Luna en órbita alrededor de la Tierra?,Gravedad,Magnetismo,Inercia,Presión,Fácil,Ciencia
¿Cuántos continentes tiene la Tierra?,Siete,Cinco,Seis,Ocho,Fácil,Geografía
¿En qué país está el río Niger?,Níger,Nigeria,Chad,Camerún,Media,Geografía
¿Qué animal es herbívoro?,Cebra,Tigre,Oso,Gato,Media,Naturaleza
¿Qué científico descubrió la ley de la caída de los cuerpos?,Galileo,Newton,Einstein,Bohr,Media,Ciencia
¿Qué civilización construyó Teotihuacán?,Mesoamericana,Maya,Azteca,Olmeca,Media,Historia
¿Qué río cruza Moscú?,Moscova,Volga,Tíber,Seine,Media,Geografía
¿Qué vitamina ayuda al crecimiento óseo?,Vitamina D,Vitamina A,Vitamina C,Vitamina K,Media,Ciencia
¿Qué animal vive en bosques húmedos?,Pereza,Oso polar,Pingüino,Reno,Media,Naturaleza
¿Quién fue Pericles?,Líder ateniense,Rey persa,Faraón,Emperador romano,Media,Historia
¿Qué país tiene más volcanes?,Indonesia,Japón,Chile,Italia,Media,Geografía
¿Qué gas es esencial para la respiración?,Oxígeno,Nitrógeno,Helio,Argón,Media,Ciencia
¿Qué animal pone huevos?,Tortuga,Gallina,Perro,Elefante,Media,Naturaleza
¿Quién escribió La Eneida?,Virgilio,Homero,Ovidio,Platón,Media,Historia
¿Qué mar separa Europa de Asia?,Mar Negro,Mar Mediterráneo,Mar Rojo,Mar Báltico,Media,Geografía
¿Qué órgano filtra toxinas?,Hígado,Páncreas,Estómago,Riñón,Media,Ciencia
¿Qué animal vive en estepas de América?,Bisonte,Camello,Mono,Pingüino,Media,Naturaleza
¿Dónde se encuentra el desierto de Kalahari?,Botsuana,Chad,Níger,Egipto,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Y?,Itrio,Lutecio,Erbio,Telurio,Muy Difícil,Ciencia
¿Qué cultura construyó Cahokia?,Mississippiana,Maya,Azteca,Olmeca,Muy Difícil,Historia
¿Qué animal puede sobrevivir en criopreservación?,Tardígrado,Rata,Pulpo,Salamandra,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Scotia?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
¿Qué científico desarrolló la ley de Ohm?,Ohm,Faraday,Newton,Bohr,Muy Difícil,Ciencia
¿Qué imperio tuvo capital en Meroe?,Kush,Aksum,Mali,Songhai,Muy Difícil,Historia
¿Qué animal percibe campos magnéticos?,Tortuga marina,Perro,Gato,Orca,Muy Difícil,Naturaleza
¿Dónde está el desierto de Namib?,Namibia,Chad,Níger,Egipto,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 76?,Osmio,Wolframio,Tantalio,Hafnio,Muy Difícil,Ciencia
¿Qué civilización construyó Mari?,Sumeria,Elamita,Asiria,Hitita,Muy Difícil,Historia
¿Qué animal puede regenerar cerebro?,Pez cebra,Rata,Pulpo,Salamandra,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Aconcagua?,Argentina,Chile,Bolivia,Perú,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Albania?,Tirana,Durres,Shkodër,Vlorë,Fácil,Geografía
¿Qué animal es un marsupial?,Bandicut,Canguro,Koala,Equidna,Fácil,Naturaleza
¿Cuántos huesos tiene el cráneo humano?,22,20,24,26,Fácil,Ciencia
¿Quién pintó La Anunciación?,Fra Angelico,Picasso,Leonardo da Vinci,Caravaggio,Fácil,Historia
¿Qué planeta tiene la rotación más rápida?,Júpiter,Saturno,Marte,Venus,Fácil,Ciencia
¿En qué continente está Honduras?,América del Norte,América del Sur,Europa,Asia,Fácil,Geografía
¿Qué animal produce cera?,Abeja,Gusano de seda,Cangrejo,Oruga,Fácil,Naturaleza
¿Cuál es el estado sólido del dióxido de carbono?,Hielo seco,Hielo,Agua,Plasma,Fácil,Ciencia
¿En qué país se encuentra el Palacio de Buckingham?,Reino Unido,Irlanda,Francia,Italia,Fácil,Historia
¿Qué sentido usamos para percibir vibración?,Oído,Vista,Tacto,Gusto,Fácil,Ciencia
¿Qué océano está al sur de Sudamérica?,Atlántico,Pacífico,Índico,Ártico,Fácil,Geografía
¿Qué animal es un reptil?,Cocodrilo,Rana,Gato,Paloma,Fácil,Naturaleza
¿Quién fue Juana de Arco?,Heroína francesa,Reina inglesa,Faraón,General romano,Fácil,Historia
¿Qué fuerza mantiene los satélites en órbita?,Gravedad,Magnetismo,Inercia,Presión,Fácil,Ciencia
¿Cuántos polos magnéticos tiene la Tierra?,Dos,Uno,Tres,Cuatro,Fácil,Geografía
¿En qué país está el río Volga?,Rusia,Ucrania,Bielorrusia,Kazajistán,Media,Geografía
¿Qué animal es carnívoro?,Lobo,Vaca,Oveja,Gallina,Media,Naturaleza
¿Qué científico formuló la ley de la conservación de la energía?,Joule,Newton,Einstein,Bohr,Media,Ciencia
¿Qué civilización construyó Tenochtitlán?,Azteca,Maya,Olmeca,Inca,Media,Historia
¿Qué río cruza Budapest?,Danubio,Rin,Elba,Seine,Media,Geografía
¿Qué vitamina previene escorbuto?,Vitamina C,Vitamina D,Vitamina A,Vitamina K,Media,Ciencia
¿Qué animal vive en bosques templados?,Zorro,Ciervo,Mono,Camello,Media,Naturaleza
¿Quién fue Alejandro Magno?,Conquistador macedonio,Rey persa,Faraón,General romano,Media,Historia
¿Qué país tiene más glaciares?,Chile,Islandia,Canadá,Noruega,Media,Geografía
¿Qué gas permite la fotosíntesis?,Dióxido de carbono,Oxígeno,Nitrógeno,Helio,Media,Ciencia
¿Qué animal pone huevos?,Gallina,Canguro,Perro,Elefante,Media,Naturaleza
¿Quién escribió El Cantar de Mio Cid?,Autor desconocido,Cervantes,Goethe,Molière,Media,Historia
¿Qué mar separa Europa de África?,Mediterráneo,Mar Negro,Mar Rojo,Mar Báltico,Media,Geografía
¿Qué órgano produce enzimas digestivas?,Páncreas,Hígado,Estómago,Riñón,Media,Ciencia
¿Qué animal vive en estepas de Asia?,Antílope,Bisonte,Mono,Pingüino,Media,Naturaleza
¿Dónde se encuentra el desierto de Gibson?,Australia,Chile,Arabia,China,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Ho?,Holmio,Hafnio,Hidrógeno,Helio,Muy Difícil,Ciencia
¿Qué cultura construyó Tula?,Tolteca,Maya,Azteca,Olmeca,Muy Difícil,Historia
¿Qué animal puede resistir congelación extrema?,Tardígrado,Oso,Serpiente,Caracol,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Bellingshausen?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
¿Qué científico formuló la mecánica cuántica matricial?,Heisenberg,Schrödinger,Dirac,Bohr,Muy Difícil,Ciencia
¿Qué reino africano tuvo capital en Napata?,Kush,Aksum,Mali,Songhai,Muy Difícil,Historia
¿Qué animal detecta infrasonidos?,Elefante,Perro,Gato,Caballo,Muy Difícil,Naturaleza
¿Dónde está el desierto de Taklamakan?,China,Mongolia,Kazajistán,Irán,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 77?,Iridio,Osmio,Wolframio,Tantalio,Muy Difícil,Ciencia
¿Qué civilización construyó Lagash?,Sumeria,Elamita,Asiria,Hitita,Muy Difícil,Historia
¿Qué animal puede regenerar corazón?,Pez cebra,Rata,Pulpo,Salamandra,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Vinson?,Antártida,Groenlandia,Alaska,Rusia,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Lituania?,Vilna,Kaunas,Šiauliai,Panevėžys,Fácil,Geografía
¿Qué animal es un marsupial?,Wallaby,Canguro,Koala,Equidna,Fácil,Naturaleza
¿Cuántos dientes de leche tiene un niño?,20,18,22,24,Fácil,Ciencia
¿Quién pintó El Entierro del Conde de Orgaz?,El Greco,Picasso,Velázquez,Goya,Fácil,Historia
¿Qué planeta tiene la mayor excentricidad orbital?,Mercurio,Venus,Júpiter,Marte,Fácil,Ciencia
¿En qué continente está Belice?,América del Norte,América del Sur,Europa,Asia,Fácil,Geografía
¿Qué animal produce seda?,Gusano de seda,Abeja,Cangrejo,Oruga,Fácil,Naturaleza
¿Cuál es el estado líquido del mercurio?,Mercurio,Hielo,Agua,Plasma,Fácil,Ciencia
¿En qué país se encuentra el Palacio Real de Madrid?,España,Italia,Francia,Portugal,Fácil,Historia
¿Qué sentido usamos para percibir temperatura?,Tacto,Vista,Oído,Gusto,Fácil,Ciencia
¿Qué océano está al oeste de América del Norte?,Pacífico,Atlántico,Índico,Ártico,Fácil,Geografía
¿Qué animal es un anfibio?,Sapo,Rana,Cocodrilo,Gato,Fácil,Naturaleza
¿Quién fue Cristóbal Colón?,Explorador genovés,Rey persa,Faraón,General romano,Fácil,Historia
¿Qué fuerza mantiene a la Tierra en órbita alrededor del Sol?,Gravedad,Magnetismo,Inercia,Presión,Fácil,Ciencia
¿Cuántos continentes geográficos existen?,7,5,6,8,Fácil,Geografía
¿En qué país está el río Congo?,República Democrática del Congo,República del Congo,Camerún,Ghana,Media,Geografía
¿Qué animal es omnívoro?,Oso,Cabra,Tigre,Águila,Media,Naturaleza
¿Qué científico desarrolló la teoría de la relatividad?,Einstein,Newton,Galileo,Bohr,Media,Ciencia
¿Qué civilización construyó Chichén Itzá?,Maya,Azteca,Olmeca,Inca,Media,Historia
¿Qué río cruza París?,Sena,Rin,Danubio,Elba,Media,Geografía
¿Qué vitamina ayuda al sistema inmunológico?,Vitamina C,Vitamina A,Vitamina D,Vitamina K,Media,Ciencia
¿Qué animal vive en selvas húmedas?,Mono,Oso polar,Pingüino,Reno,Media,Naturaleza
¿Quién fue Napoleón Bonaparte?,Emperador francés,Rey persa,Faraón,General romano,Media,Historia
¿Qué país tiene más islas?,Suecia,Indonesia,Filipinas,Noruega,Media,Geografía
¿Qué gas es esencial para la respiración humana?,Oxígeno,Nitrógeno,Helio,Argón,Media,Ciencia
¿Qué animal pone huevos?,Gallina,Canguro,Perro,Elefante,Media,Naturaleza
¿Quién escribió La Eneida?,Virgilio,Homero,Ovidio,Platón,Media,Historia
¿Qué mar separa Europa de Asia?,Egeo,Mar Negro,Mar Rojo,Mar Báltico,Media,Geografía
¿Qué órgano produce enzimas digestivas?,Páncreas,Hígado,Estómago,Riñón,Media,Ciencia
¿Qué animal vive en estepas de América?,Bisonte,Camello,Mono,Pingüino,Media,Naturaleza
¿Dónde se encuentra el desierto de Rub' al Khali?,Arabia Saudita,Iraq,Irán,Omán,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Lu?,Lutecio,Iterbio,Erbio,Telurio,Muy Difícil,Ciencia
¿Qué civilización construyó Tikal?,Maya,Azteca,Olmeca,Inca,Muy Difícil,Historia
¿Qué animal puede sobrevivir a temperaturas extremas?,Tardígrado,Oso,Serpiente,Caracol,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Weddell?,Antártida,Ártico,Pacífico,Índico,Muy Difícil,Geografía
¿Qué científico descubrió la radiactividad?,Marie Curie,Einstein,Newton,Faraday,Muy Difícil,Ciencia
¿Qué imperio tuvo capital en Tombuctú?,Mali,Kush,Aksum,Songhai,Muy Difícil,Historia
¿Qué animal detecta campos eléctricos?,Pez gato,Tiburón,Delfín,Orca,Muy Difícil,Naturaleza
¿Dónde está el desierto de Sonora?,México y EE. UU.,Chile,Perú,Argentina,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 78?,Platino,Osmio,Wolframio,Tantalio,Muy Difícil,Ciencia
¿Qué civilización construyó Ebla?,Elamita,Sumeria,Asiria,Hitita,Muy Difícil,Historia
¿Qué animal puede regenerar extremidades?,Salamandra,Rata,Pulpo,Estrella de mar,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Logan?,Canadá,Alaska,Groenlandia,Rusia,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Letonia?,Riga,Daugavpils,Liepāja,Jelgava,Fácil,Geografía
¿Qué animal es un marsupial?,Koala,Canguro,Equidna,Numbat,Fácil,Naturaleza
¿Cuántos huesos tiene el esqueleto humano?,206,210,201,208,Fácil,Ciencia
¿Quién pintó La Adoración de los Magos?,Leonardo da Vinci,Picasso,El Greco,Goya,Fácil,Historia
¿Qué planeta tiene la menor densidad?,Saturno,Júpiter,Marte,Venus,Fácil,Ciencia
¿En qué continente está Panamá?,América del Norte,América del Sur,Europa,Asia,Fácil,Geografía
¿Qué animal produce miel?,Abeja,Gusano de seda,Cangrejo,Oruga,Fácil,Naturaleza
¿Cuál es el estado líquido del bromo?,Bromo,Hielo,Agua,Plasma,Fácil,Ciencia
¿En qué país se encuentra la Catedral de Colonia?,Alemania,Francia,Italia,Países Bajos,Fácil,Historia
¿Qué sentido usamos para percibir textura?,Tacto,Vista,Oído,Gusto,Fácil,Ciencia
¿Qué océano está al norte de Canadá?,Ártico,Atlántico,Pacífico,Índico,Fácil,Geografía
¿Qué animal es un anfibio?,Salamandra,Rana,Cocodrilo,Gato,Fácil,Naturaleza
¿Quién fue Marco Polo?,Explorador veneciano,Rey persa,Faraón,General romano,Fácil,Historia
¿Qué fuerza mantiene los objetos pegados a la Tierra?,Gravedad,Magnetismo,Inercia,Presión,Fácil,Ciencia
¿Cuántos hemisferios geográficos tiene la Tierra?,Dos,Uno,Tres,Cuatro,Fácil,Geografía
¿En qué país está el río Mekong?,Vietnam,China,Tailandia,Laos,Media,Geografía
¿Qué animal es omnívoro?,Oso,Cabra,Tigre,Águila,Media,Naturaleza
¿Qué científico desarrolló la teoría de la gravedad?,Newton,Galileo,Einstein,Bohr,Media,Ciencia
¿Qué civilización construyó Machu Picchu?,Inca,Maya,Azteca,Olmeca,Media,Historia
¿Qué río cruza Viena?,Danubio,Elba,Rin,Seine,Media,Geografía
¿Qué vitamina ayuda a la coagulación?,Vitamina K,Vitamina A,Vitamina C,Vitamina D,Media,Ciencia
¿Qué animal vive en bosques boreales?,Alce,Camello,Mono,Tigre,Media,Naturaleza
¿Quién fue Ciro el Grande?,Rey persa,Rey romano,Faraón,General griego,Media,Historia
¿Qué país tiene más volcanes activos?,Indonesia,Japón,Chile,Italia,Media,Geografía
¿Qué gas es fundamental para la respiración humana?,Oxígeno,Nitrógeno,Helio,Argón,Media,Ciencia
¿Qué animal pone huevos?,Gallina,Canguro,Perro,Elefante,Media,Naturaleza
¿Quién escribió La Ilíada?,Homero,Virgilio,Ovidio,Platón,Media,Historia
¿Qué mar separa Europa de Asia?,Egeo,Mar Negro,Mar Rojo,Mar Báltico,Media,Geografía
¿Qué órgano filtra toxinas?,Hígado,Páncreas,Estómago,Riñón,Media,Ciencia
¿Qué animal vive en estepas de Asia?,Antílope,Bisonte,Mono,Pingüino,Media,Naturaleza
¿Dónde se encuentra el desierto de Taklamakan?,China,Mongolia,Kazajistán,Irán,Muy Difícil,Geografía
¿Qué elemento tiene símbolo Tm?,Tulio,Daltonio,Deuterio,Darmstatio,Muy Difícil,Ciencia
¿Qué civilización construyó Caral?,Caral,Mochica,Maya,Olmeca,Muy Difícil,Historia
¿Qué animal puede entrar en criptobiosis?,Tardígrado,Escarabajo,Rata,Serpiente,Muy Difícil,Naturaleza
¿Dónde se encuentra el mar de Laptev?,Rusia,Canadá,Groenlandia,Noruega,Muy Difícil,Geografía
¿Qué científico formuló la ecuación de Schrödinger?,Schrödinger,Heisenberg,Dirac,Bohr,Muy Difícil,Ciencia
¿Qué imperio tuvo capital en Nínive?,Asirio,Babilónico,Persa,Hitita,Muy Difícil,Historia
¿Qué animal puede detectar campos eléctricos?,Pez gato,Tiburón,Delfín,Orca,Muy Difícil,Naturaleza
¿Dónde se encuentra el desierto de Kyzylkum?,Uzbekistán,Turkmenistán,Irán,Afganistán,Muy Difícil,Geografía
¿Qué elemento tiene número atómico 71?,Lutecio,Iterbio,Erbio,Disprosio,Muy Difícil,Ciencia
¿Qué civilización construyó Monte Alban?,Zapoteca,Maya,Azteca,Olmeca,Muy Difícil,Historia
¿Qué animal regenera aletas?,Pez cebra,Atún,Tiburón,Carpa,Muy Difícil,Naturaleza
¿Dónde se encuentra el monte Puncak Jaya?,Indonesia,Papúa,Filipinas,Malasia,Muy Difícil,Geografía
Pregunta,RespuestaCorrecta,Opcion2,Opcion3,Opcion4,Dificultad,Categoria
¿Cuál es la capital de Eslovenia?,Liubliana,Maribor,Celje,Koper,Fácil,Geografía
¿Qué animal es un marsupial?,Numbat,Canguro,Koala,Equidna,Fácil,Naturaleza
¿Cuántos huesos tiene el pie humano?,26,28,24,30,Fácil,Ciencia
¿Quién pintó La Trinidad?,Masaccio,Picasso,Leonardo da Vinci,Caravaggio,Fácil,Historia
¿Qué planeta tiene el mayor número de lunas?,Saturno,Júpiter,Marte,Neptuno,Fácil,Ciencia
¿En qué continente está Nicaragua?,América del Norte,América del Sur,Europa,Asia,Fácil,Geografía
¿Qué animal produce cera?,Abeja,Gusano de seda,Cangrejo,Oruga,Fácil,Naturaleza
¿Cuál es el estado sólido del dióxido de carbono?,Hielo seco,Hielo,Agua,Plasma,Fácil,Ciencia
¿En qué país se encuentra la Catedral de Notre Dame?,Francia,Alemania,Italia,España,Fácil,Historia
¿Qué sentido usamos para percibir temperatura?,Tacto,Vista,Oído,Gusto,Fácil,Ciencia
¿Qué océano está al este de África?,Índico,Atlántico,Pacífico,Ártico,Fácil,Geografía
¿Qué animal es un reptil?,Cocodrilo,Rana,Gato,Paloma,Fácil,Naturaleza
¿Quién fue Hernán Cortés?,Conquistador español,Rey persa,Faraón,General romano,Fácil,Historia
¿Qué fuerza mantiene los planetas en sus órbitas?,Gravedad,Magnetismo,Inercia,Presión,Fácil,Ciencia
¿Cuántos hemisferios geográficos tiene la Tierra?,Dos,Uno,Tres,Cuatro,Fácil,Geografía
¿En qué país está el río Congo?,República Democrática del Congo,República del Congo,Camerún,Ghana,Media,Geografía
¿Qué animal es herbívoro?,Cebra,Tigre,Oso,Gato,Media,Naturaleza
¿Qué científico descubrió la ley de la caída de los cuerpos?,Galileo,Newton,Einstein,Bohr,Media,Ciencia
¿Qué civilización construyó Teotihuacán?,Mesoamericana,Maya,Azteca,Olmeca,Media,Historia
¿Qué río cruza Berlín?,Spree,Danubio,Rin,Seine,Media,Geografía
¿Qué vitamina ayuda a la visión?,Vitamina A,Vitamina C,Vitamina D,Vitamina K,Media,Ciencia
¿Qué animal vive en selvas húmedas?,Pereza,Oso polar,Pingüino,Reno,Media,Naturaleza
¿Quién fue Julio César?,General romano,Rey persa,Faraón,Emperador chino,Media,Historia
¿Qué país tiene más glaciares?,Chile,Islandia,Canadá,Noruega,Media,Geografía
¿Qué gas permite la fotosíntesis?,Dióxido de carbono,Oxígeno,Nitrógeno,Helio,Media,Ciencia
¿Qué animal pone huevos?,Gallina,Canguro,Perro,Elefante,Media,Naturaleza
¿Quién escribió Macbeth?,Shakespeare,Dante,Goethe,Molière,Media,Historia
¿Qué mar separa Europa de Asia?,Mármara,Mar Negro,Mar Rojo,Mar Báltico,Media,Geografía
¿Qué órgano almacena la bilis?,Vesícula biliar,Hígado,Páncreas,Riñón,Media,Ciencia
